symbol_id_A,unique_protein_id_A,species_A,interactor_B,species_B,cell_line,hour,study,interaction_type
PIK3CB,P42338,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PIK3R3,Q92569,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PIKFYVE,Q9Y2I7,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PIP5K1A,Q99755,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PIPSL,Q8IYH5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PKN2,Q16513,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PKP2,Q99959,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLCB1,Q9NQ66,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLCL2,Q9UPR0,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLD1,Q13393,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLEKHA3,Q9HB20,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLEKHM3,Q6ZWE6,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PLXNA1,Q9UIW2,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PNPLA6,Q8IY17,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PPP1R15B,Q5SWA1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PPP1R16B,Q96T49,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PPP1R9A,Q9ULJ8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKCD,Q05655,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKCI,P41743,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKCQ,Q04759,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKCSH,P14314,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKD1,Q15139,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRKD3,O94806,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PRORP,Q8IYH5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PTPN14,Q15678,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PTPN9,P43378,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
PTPRG,P23470,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RAB27B,O00194,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RASAL2,Q9UJF2,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RDX,P35241,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RFTN1,Q14699,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RHBDF2,Q6PJF5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RIC1,Q4ADV7,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RICTOR,Q6R327,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RINT1,Q6NUQ1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ROBO1,Q9Y6N7,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ROBO2,Q9HCK4,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ROCK1,Q13464,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ROR2,Q01974,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RP2,O75695,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RPL26L1,Q9UNX3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RPL28,P46779,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RPS27A,P62979,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
RRAGC,Q9HB90,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SDF2L1,Q9HCN8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SEC23A,Q15436,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SH2B2,O14492,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC12A6,Q9UHW9,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC1A5,Q15758,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC20A2,Q08357,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC25A17,O43808,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC26A2,P50443,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC26A6,Q9BXS9,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC27A3,Q5K4L6,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC38A2,Q96QD8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC3A2,P08195,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC4A2,P04920,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC7A6,Q92536,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC9A3R1,O14745,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLC9A3R2,Q15599,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SLCO4C1,Q6ZQN7,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SNAP23,O00161,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SNTB1,Q13884,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SNX27,Q96L92,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SNX6,Q9UNH7,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SPAG1,Q07617,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SPRY1,O43609,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SPTLC2,O15270,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SRC,P12931,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SRP19,P09132,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
STEAP1,Q9UHE8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
STK11,Q15831,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
STK11IP,Q8N1F8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
STX7,O15400,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
SUSD5,O60279,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TBC1D10A,Q9BXI6,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TBC1D22B,Q9NU19,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TBL2,Q9Y4P3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TENM3,Q9P273,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TIAM1,Q13009,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMA7,Q9Y2S6,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMCO4,Q5TGY1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMEM167A,Q8TBQ9,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMEM192,Q8IY95,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMEM51,Q9NW97,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TMEM94,Q8IYH5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TNIK,Q9UKE5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TOLLIP,Q9H0E2,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TOM1,O60784,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TRAPPC12,Q8WVT3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TRAPPC8,Q9Y2L5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TRIM4,Q9C037,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TRPM4,Q8TD43,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TULP3,O75386,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
TXNDC5,Q8NBS9,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
UNC5B,Q8IZJ1,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
USP6NL,Q92738,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
VPS13C,Q709C8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
VPS16,Q9H269,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
VPS33B,Q9H267,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
WDR20,Q8TBZ3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
WDR48,Q8TAF3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
YES1,P07947,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
YIPF5,Q969M3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ZDHHC14,Q8IZN3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ZDHHC17,Q8IUH5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ZDHHC5,Q9C0B5,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ZDHHC8,Q9ULC8,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
ZFPL1,O95159,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,Laurent E (2020),Protein Protein
MARCHF1,Q8IYH5,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
MARCHF2,Q8IYH5,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
MARCHF2,Q8IYH5,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,nsp3,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
AAAS,Q9NRG9,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCA3,Q99758,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCA3,Q99758,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCA3,Q99758,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCA3,Q99758,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCB1,P08183,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCB1,P08183,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCB10,Q9NRK6,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCB9,Q9NP78,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCB9,Q9NP78,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC1,P33527,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC4,O15439,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCC5,O15440,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCD3,P28288,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCD3,P28288,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCD3,P28288,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABCG2,Q9UNQ0,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD12,Q8N2K0,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ABHD13,Q7L211,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACADVL,P49748,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACADVL,P49748,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACADVL,P49748,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACADVL,P49748,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD3,Q9H3P7,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACBD5,Q5T8D3,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACP1,P24666,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,ORF6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,nsp3,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL3,O95573,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACSL4,O60488,Homo sapiens,ORF9b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ACTN1,P12814,Homo sapiens,nsp2,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADAM17,P78536,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADAM17,P78536,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADAM17,P78536,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADAM17,P78536,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADAM17,P78536,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY3,O60266,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,M,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,ORF7b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,ORF3a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,ORF7a,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,ORF3b,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,S,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,E,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,ORF8,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,nsp6,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
ADCY9,O60503,Homo sapiens,nsp4,Severe acute respiratory syndrome coronavirus 2,-,-,St-Germain JR (2020),Protein Protein
